fLength;fWidth;fSize;fConc;fConc1;fAsym;fM3Long;fM3Trans;fAlpha;fDist;class
359.225;147.049;25.224;0.3093;0.1607;-59.833;-174.181;124.547;2.969;13.139.600.000.000.000;g
385.491;191.817;30.384;0.2947;0.1515;-20.615;271.747;-79.478;78.488;156.407;g
320.949;134.114;26.915;0.4049;0.237;40.986.999.999.999.900;173.007;66.499;14.232.999.999.999.900;19.737.900.000.000.000;g
299.358;235.957;27.427;0.302;0.1691;218.132;136.714;-146.917;390.829;143.347;g
248.738;193.399;27.675;0.3194;0.1648;242.257;-136.964;-11.409;312.269;689.708;g
131.469;10.548;22.467;0.7819;0.4788;-133.907;-47.953;106.172;273.603;225.093;g
236.426;0.0;23.149;0.7312;0.3705;27.603;-129.376;0.0;0.0;122.76;g
362.124;95.335;23.838;0.3884;0.1963;-222.515;-244.503;-53.397;274.653;535.635;g
313.143;180.536;2.873;0.284;0.1721;12.051;147.875;126.812;16.985;18.305.599.999.999.900;g
800.634;316.829;37.285;0.1104;0.0556;301.971;731.529;-124.444;0.57;28.645.099.999.999.900;g
455.567;168.422;29.263;0.2749;0.1404;338.612;241.014;-103.577;3.378;214.16;g
205.056;12.823;23.531;0.51;0.2683;99.865;140.662;87.369;17.009.999.999.999.900;205.635;g
886.611;235.917;33.842;0.1866;0.0981;416.122;9.162.899.999.999.990;110.464;0.71;279.442;g
238.669;157.684;2.639;0.4271;0.2514;-163.651;-170.472;-119.383;20.646;118.458;g
29.669;194.103;25.521;0.4011;0.223;-224.237;-210.367;-134.138;12.24;232.553;g
324.734;112.154;27.271;0.4799;0.3008;156.316;304.684;-107.728;6.915;932.392;g
919.495;292.949;33.654;0.2233;0.1416;-481.293;431.926;220.904;41.635;29.183.299.999.999.900;g
486.413;193.526;28.048;0.2978;0.1654;370.506;200.806;148.701;11.287;214.847;g
12.690.999.999.999.900;116.996;20.233;0.7109;0.3839;156.692;-87.521;101.028;795.407;16.416.299.999.999.900;g
232.097;194.279;27.251;0.3823;0.2269;117.908;203.361;-70.757;248.586;16.865.599.999.999.900;g
431.149;206.045;29.609;0.2615;0.1537;380.039;236.864;58.435;24.098;168.887;g
343.373;164.943;28.109;0.3246;0.1862;-2.201;-290.313;-123.771;4.825.899.999.999.990;308.191;g
501.872;276.518;34.718;0.1859;0.096;14.543;53.802;-105.164;17.073;938.376;g
439.615;202.437;31.313;0.2092;0.109;-272.263;-206.041;143.218;6.846;18.961.599.999.999.900;g
24.598.000.000.000.000;12.202;25.955;0.4492;0.2297;-168.541;-166.278;58.666;80.075;19.077.200.000.000.000;g
409.468;184.822;27.882;0.2492;0.1278;89.986;-215.671;-87.772;3.655;188.205;g
331.959;115.356;26.289;0.4324;0.2902;25.683.000.000.000.000;27.794;92.649;6.484;182.24;g
355.524;153.608;27.945;0.3579;0.1806;-105.469;220.225;69.349;13.69;166.058;g
181.069;10.398;22.788;0.6158;0.3447;214.803;113.674;-48.388;45.778;145.226;g
233.353;202.994;26.721;0.3298;0.1755;-194.629;-174.883;75.957;291.324;18.492.700.000.000.000;g
318.025;123.285;23.502;0.3929;0.2076;-157.609;-62.242;-107.083;9.822.000.000.000.000;228.486;g
198.547;117.229;24.807;0.6017;0.3851;-46.572;134.459;-53.479;42.523;104.52;g
727.983;232.986;33.429;0.1589;0.0815;462.421;590.347;122.292;74.414;206.648;g
180.762;119.477;24.464;0.5868;0.3989;31.824;-101.699;-113.148;20.997;130.658;g
196.908;9.72;23.054;0.5792;0.3243;-241.813;-95.954;30.192;25.149;174.422;g
923.205;313.727;30.948;0.1704;0.0993;967.367;-55.23;-177.369;20.919;24.678.599.999.999.900;g
189.658;7.402;21.414;0.7798;0.4585;-31.037;86.013;-34.053;760.739;165.641;g
38.525;288.308;30.257;0.2375;0.1513;157.854;116.545;-180.274;23.112;119.196;g
109.37;72.912;24.116;0.6705;0.3973;-503.473;-909.952;58.806;0.589;371.095;g
310.208;103.206;25.218;0.5444;0.2992;-371.024;-157.849;-78.747;82.969;189.763;g
376.758;256.146;36.018;0.2457;0.1335;195.589;282.246;-122.202;201.948;714.024;g
686.967;247.983;31.733;0.1858;0.0996;196.607;769.693;231.282;34.614;17.871.200.000.000.000;g
227.946;176.215;22.889;0.473;0.2442;-25.018;-121.896;-120.047;372.132;17.334.900.000.000.000;g
7.291.199.999.999.990;104.211;26.693;0.39399999999999996;0.2131;205.709;775.674;48.373;9.402.000.000.000.000;235.075;g
741.464;207.143;27.348;0.2799;0.1427;-311.356;536.291;19.484;4.802;300.163;g
584.387;174.136;29.342;0.2641;0.139;825.458;427.297;168.556;31.218;26.507.599.999.999.900;g
621.547;228.527;34.072;0.1805;0.0949;-150.925;431.847;118.992;34.278;22.228.599.999.999.900;g
187.703;100.147;24.031;0.6166;0.3577;21.682;119.557;-46.444;50.86;194.863;g
241.417;182.322;27.853;0.3885;0.2287;3.201;-131.804;35.891;892.231;807.012;g
854.576;312.369;32.899;0.1354;0.0746;-640.511;50.385;-167.292;2.245;297.823;g
542.845;174.844;26.217;0.4683;0.2927;-141.093;-624.836;-162.378;17.076;211.699;g
197.692;158.392;26.821;0.5489;0.3274;-191.665;-158.836;114.315;838.778;507.506;g
206.147;71.962;21.414;0.722;0.3646;23.508;-101.138;-5.857;25.643;875.154;g
536.832;188.762;28.048;0.3777;0.1904;-336.288;-223.987;142.476;0.8029999999999999;295.812;g
10.826.100.000.000.000;352.459;39.109;0.0908;0.0479;50.724;902.158;183.796;18.730.000.000.000.000;23.084.599.999.999.900;g
6.471.300.000.000.000;259.065;35.062;0.1649;0.0881;221.605;566.713;-97.075;1.569;20.905.599.999.999.900;g
636.676;176.143;25.877;0.3256;0.1718;453.996;637.663;106.671;20.872;12.262.200.000.000.000;g
498.142;148.314;2.372;0.5096;0.2781;-466.986;-302.335;108.811;14.103;927.215;g
474.667;17.912;27.181;0.3502;0.2172;573.802;339.482;-113.089;11.762;22.325.400.000.000.000;g
41.504;215.189;26.794;0.249;0.1496;-40.125;-310.859;179.862;128.677;225.89;g
471.637;19.347;29.363;0.2606;0.14300000000000002;300.344;405.783;-69.531;7.132.000.000.000.000;18.052.200.000.000.000;g
706.596;309.809;31.274;0.1529;0.0764;-776.508;487.238;123.933;11.138;253.993;g
665.662;286.046;35.894;0.1552;0.0779;35.167;403.408;20.895;0.4;261.59;g
283.371;249.896;2.968;0.3337;0.19;271.233;220.479;-157.731;7.207.999.999.999.990;107.15;g
537.088;166.628;28.695;0.2984;0.1668;202.522;537.607;-129.033;11.677;252.365;g
797.124;352.208;33.244;0.2914;0.1708;101.771;-285.291;-182.423;2.129;340.809;g
30.250.999.999.999.900;136.492;26.946;0.3495;0.1768;-13.097;178.866;-91.995;2.103;154.642;g
207.708;167.921;25.815;0.4404;0.2267;61.544;115.784;145.851;722.425;228.28;g
271.848;140.718;24.893;0.4052;0.2188;-178.425;149.077;75.929;47.376.999.999.999.900;183.708;g
668.289;205.976;28.979;0.3896;0.1967;-967.076;-285.553;-22.971;51.606;32.544.599.999.999.900;g
358.341;219.779;27.864;0.2649;0.14800000000000002;213.774;-185.377;171.248;6.11;151.76;g
578.911;222.757;28.497;0.2346;0.1435;881.908;-364.026;144.477;8.217;19.387.099.999.999.900;g
627.644;251.345;37.026;0.1807;0.1001;341.638;642.319;-10.954;41.234;17.178.400.000.000.000;g
303.706;222.166;30.177;0.3005;0.1531;-181.745;-157.373;99.684;67.334;160.596;g
233.751;125.305;23.243;0.5924;0.3104;283.051;49.827;-78.915;338.435;945.324;g
101.178;263.345;31.982;0.152;0.0763;580.917;10.995.299.999.999.900;178.454;31.693;170.111;g
392.852;144.233;27.396;0.3461;0.1812;475.036;370.007;-4.512;11.679;254.953;g
127.592;116.189;22.162;0.7234;0.3678;151.407;-48.943;-115.795;12.142;105.064;g
342.513;173.507;27.202;0.2762;0.1514;-163.295;-18.29;11.950.999.999.999.900;4.939;23.818.400.000.000.000;g
232.118;107.747;22.455;0.5568;0.304;-235.159;-193.164;-102.216;7.755;114.905;g
430.546;199.313;25.676;0.2625;0.1475;-99.563;306.469;10.863;12.089;149.596;g
207.417;152.144;24.669;0.4573;0.2406;26.314;-10.302;-85.521;16.395;151.372;g
223.238;116.049;25.231;0.4888;0.2504;288.057;104.378;-115.998;18.82;20.647.400.000.000.000;g
796.309;309.289;3.466;0.1556;0.0788;738.548;715.445;181.939;23.084;270.704;g
329.957;125.757;24.175;0.5507;0.327;209.195;265.732;-100.969;71.066;651.353;g
60.012;190.335;29.398;0.2389;0.1327;637.436;29.51;-137.127;111.868;196.59;g
261.033;19.74;27.657;0.3105;0.1827;0.2545;-75.265;-110.293;54.609;18.249.400.000.000.000;g
400.436;298.364;33.093;0.1673;0.0881;438.255;22.921.999.999.999.900;-187.429;16.058;147.6;g
188.932;153.311;24.822;0.5239;0.3245;3.915;-161.011;-96.919;14.71;170.615;g
439.241;109.225;27.202;0.381;0.2486;-103.197;-224.855;100.655;21.329;668.513;g
236.577;98.458;22.430.000.000.000.000;0.5657;0.3;-323.346;160.048;102.052;26.831;126.2;g
284.739;212.686;26.862;0.2945;0.1637;267.542;121.834;-160.947;25.430.999.999.999.900;304.329;g
700.225;264.199;33.192;0.1654;0.087;-743.157;608.729;14.110.999.999.999.900;39.019.999.999.999.900;256.658;g
727.908;237.428;35.405;0.1803;0.0903;349.796;74.514;150.871;42.311;202.542;g
305.807;12.704;22.253;0.5298;0.2827;-199.214;-133.648;-45.491;0.0648;129.373;g
35.086;19.428;31.159;0.2688;0.1673;-105.013;205.008;-50.981;113.154;177.42;g
313.015;129.583;24.616;0.418;0.2228;394.292;164.468;-66.409;7.922.999.999.999.990;22.031.900.000.000.000;g
257.334;161.706;27.316;0.4527;0.2792;62.344;227.043;-0.9389;491.483;677.852;g
196.633;92.678;22.304;0.6176;0.4147;-204.804;-141.482;27.477;810.899;211.998;g
427.735;240.127;27.447;0.2646;0.1485;-272.832;-27.861;-234.385;13.269;277.779;g
239.467;145.395;2.634;0.446;0.2404;-188.146;125.722;-86.566;60.493;185.734;g
376.122;143.011;27.404;0.3345;0.1918;61.052;213.123;100.353;28.521;220.166;g
22.241;89.672;22.529;0.6536;0.33799999999999997;0.7829;103.637;94.599;326.097;185.545;g
27.506;176.938;27.263;0.33799999999999997;0.1775;-289.954;124.763;-112.782;33.162;187.61;g
211.305;125.141;24.057;0.4676;0.2534;-269.401;-121.122;-101.223;812.274;168.833;g
27.515;14.227;26.196;0.4034;0.2197;-142.964;-168.821;91.943;8.977;173.972;g
315.473;165.484;25.993;0.3371;0.2;-10.313;-218.471;113.766;106.245;19.696.200.000.000.000;g
180.693;96.759;23.598;0.7162;0.3996;-195.487;-127.659;68.677;842.593;185.565;g
679.187;185.575;29.001;0.2605;0.1479;-0.1913;297.202;158.403;9.654;23.265.599.999.999.900;g
278.546;165.647;28.819.999.999.999.900;0.4173;0.2277;-127.839;-193.784;9.745;41.367;213.389;g
818.495;368.892;2.772;0.2604;0.1513;-982.812;255.609;246.676;16.194.000.000.000.000;23.743.200.000.000.000;g
234.123;147.674;24.997;0.4684;0.2927;86.813;149.779;-137.075;394.624;212.326;g
702.288;284.154;31.828;0.2553;0.1506;-196.781;651.319;-199.625;15.619.999.999.999.900;321.541;g
341.392;183.298;25.599;0.3994;0.2576;336.157;165.571;-95.372;137.301;11.227.600.000.000.000;g
290.976;153.475;26.243;0.3919;0.2458;127.534;62.127;117.229;36.077;194.115;g
294.748;147.801;28.264;0.3743;0.1887;-192.304;-151.459;111.788;10.720.999.999.999.900;162.78;g
38.941;224.191;32.844;0.2234;0.1265;232.233;27.294;-130.111;13.913;13.199.200.000.000.000;g
208.484;12.248;2.437;0.5082;0.2797;-264.809;-105.577;-94.669;686.674;100.45;g
880.174;216.106;32.456;0.1823;0.0934;770.907;782.005;23.756;6.986.000.000.000.000;243.888;g
590.112;262.465;35.361;0.1691;0.0921;483.117;455.126;-172.875;18.811;206.842;g
79.539;227.182;34.649;0.1793;0.0931;217.908;756.075;-110.191;16.851;267.36;g
10.636.399.999.999.900;49.748.000.000.000.000;43.237;0.0584;0.0301;106.809;830.956;-239.498;0.624;244.643;g
349.792;227.377;30.222;0.247;0.1363;43.277;134.747;169.388;4.075;944.528;g
124.899;119.789;21.688;0.6915;0.3559;159.987;-85.835;105.907;456.611;21.713.400.000.000.000;g
558.434;214.546;32.007;0.2123;0.1169;-27.225;-275.871;99.968;54.306;233.588;g
687.354;205.108;29.251;0.2175;0.1182;461.909;452.258;-113.574;93.666;15.389.700.000.000.000;g
645.226;149.087;25.557;0.3115;0.1878;791.655;-406.169;-74.207;0.47;19.859.599.999.999.900;g
315.737;197.566;26.258;0.3006;0.155;14.159;-55.612;12.28;29.603;13.520.600.000.000.000;g
383.448;141.032;28.238;0.3781;0.2093;406.911;260.716;-58.822;0.1899;17.797.400.000.000.000;g
377.253;166.038;27.716;0.2758;0.1497;196.874;339.511;78.238;15.834.000.000.000.000;256.048;g
267.751;181.128;26.556;0.4199;0.2155;191.387;143.378;-117.582;660.281;577.037;g
330.776;126.328;25.126;0.3963;0.2473;121.478;-233.928;-77.522;29.307;971.445;g
421.712;119.324;24.829;0.4539;0.2418;45.023.999.999.999.900;173.649;-91.849;107.626;124.56;g
672.302;170.296;29.664;0.2896;0.1486;-12.661.399.999.999.900;599.437;106.782;139.446;204.926;g
623.261;180.596;27.574;0.3217;0.1705;605.019;498.049;77.899;739.247;122.613;g
637.006;194.801;32.033;0.2549;0.1362;654.462;460.652;-119.541;8.519;24.515.200.000.000.000;g
36.852;251.337;30.052;0.2184;0.1131;192.474;295.049;62.066;8.877;987.117;g
387.558;157.457;28.041;0.3108;0.1562;402.922;148.127;-98.638;3.952;148.485;g
577.702;198.409;31.460.000.000.000.000;0.2272;0.1504;33.751.999.999.999.900;432.779;-48.554;6.527;15.414.600.000.000.000;g
885.562;234.657;36.856;0.1452;0.0851;744.441;729.694;104.241;0.8794;23.034.400.000.000.000;g
41.745;19.727.999.999.999.900;31.065;0.2504;0.1475;362.267;349.348;113.817;12.137;16.702.599.999.999.900;g
172.692;111.405;22.504;0.5562;0.3118;12.627;-63.159;53.486;400.799;206.442;g
231.041;168.594;24.281;0.4216;0.2146;-157.757;-118.597;105.502;218.327;20.263.400.000.000.000;g
35.315;164.057;26.871;0.3145;0.1799;443.245;299.203;-94.979;5.231;151.136;g
307.339;133.786;25.484;0.4583;0.3098;-175.294;-254.043;-123.432;46.610.000.000.000.000;19.252.900.000.000.000;g
463.706;219.331;29.206;0.3109;0.1603;265.122;326.991;-136.362;2.447;264.805;g
470.893;205.962;29.763;0.1911;0.0956;139.659;391.249;-75.246;26.210.000.000.000.000;180.709;g
197.221;158.656;26.248;0.5196;0.3096;74.801;133.605;-132.124;31.983;132.292;g
329.203;272.356;32.348;0.2679;0.1401;134.766;280.548;-17.264;13.181;130.225;g
314.417;197.318;29.827;0.33299999999999996;0.1722;237.303;217.099;106.866;27.914;963.967;g
778.088;248.816;3.233;0.1901;0.1108;676.469;771.651;-107.477;19.558;20.184.799.999.999.900;g
719.672;290.411;34.757;0.2371;0.1339;-261.392;614.417;-170.144;28.019;335.801;g
374.443;246.122;30.257;0.2667;0.1447;69.242;275.978;-187.103;7.341;162.335;g
948.276;379.939;40.896;0.0905;0.0506;101.907;863.984;229.415;1.024;192.106;g
380.902;233.226;32.331;0.2619;0.1535;300.035;278.475;-136.954;256.015;784.666;g
271.239;176.472;30.580.000.000.000.000;0.3132;0.1728;25.580.000.000.000.000;81.116;-134.637;16.169;234.602;g
289.475;202.296;2.78;0.2988;0.1751;193.121;161.185;-94.908;560.565;197.445;g
129.683;11.097.999.999.999.900;23.149;0.7458;0.4431;143.448;-69.079.999.999.999.900;-96.018;381.314;162.358;g
357.536;18.467;29.834;0.267;0.1584;19.518;-23.523.000.000.000.000;117.761;0.226;132.719;g
439.643;151.253;28.454;0.3212;0.2034;-24.454;-259.433;11.334.000.000.000.000;1.228;171.96;g
586.495;278.697;30.837;0.1814;0.0961;-61.004;-381.196;-120.952;6.845;263.348;g
726.419;231.654;30.101;0.2794;0.1832;-322.986;413.698;-206.375;21.522;329.579;g
209.402;152.975;25.933;0.4235;0.2258;222.469;111.188;-78.032;14.19;10.751.299.999.999.900;g
916.993;427.846;39.713;0.1243;0.064;172.429;513.861;-291.995;19.921;34.623.900.000.000.000;g
178.663;100.635;24.031;0.6482;0.413;187.946;133.886;35.509;233.338;767.357;g
249.509;122.758;24.928;0.4566;0.2331;314.747;185.466;63.908;23.425;184.21;g
378.835;124.431;25.752;0.3298;0.1662;-255.734;-254.924;-38.536;6.518;242.106;g
349.294;15.993;25.658;0.3505;0.1861;311.743;239.472;-81.753;13.937;21.086.599.999.999.900;g
268.589;113.542;25.145;0.4465;0.2248;375.401;65.357;-55.475;0.638;145.696;g
26.889;98.236;24.433;0.4468;0.2324;344.309;194.041;-69.568;18.419;192.16;g
778.141;265.122;37.987;0.1644;0.0897;370.051;657.207;142.353;27.119.999.999.999.900;218.662;g
202.467;104.762;23.096;0.6275;0.3162;86.645;-180.061;109.604;794.844;161.749;g
198.657;10.773;23.324;0.5953;0.3326;-80.461;175.656;99.813;17.929.000.000.000.000;534.503;g
184.491;73.587;21.945;0.8051;0.4824;39.625;-82.376;29.172;42.315;135.144;g
394.796;168.977;2.932;0.3474;0.1959;319.808;28.3;66.446;1.129;198.882;g
112.635;31.147;29.868;0.1918;0.1139;-11.726.700.000.000.000;899.887;230.827;17.724;277.313;g
271.373;137.348;24.281;0.4851;0.2743;63.929;205.919;98.976;172.732;157.231;g
732.648;270.787;35.292;0.1718;0.0897;287.515;679.722;188.744;62.195;285.997;g
61.373.999.999.999.900;228.597;30.245;0.2108;0.11199999999999999;472.363;464.616;159.629;3.713;262.058;g
31.256.999.999.999.900;10.796;24.456;0.4086;0.2097;-190.605;-234.546;54.537;19.639;187.887;g
126.846;117.208;21.055;0.7137;0.3725;-154.833;73.755;111.393;4.176;200.477;g
128.557;98.076;24.141;0.79;0.5723;111.126;85.403;48.509;78.748;169.005;g
134.592;100.133;22.055;0.8162;0.4704;-135.799;-68.066;115.805;174.488;116.823;g
287.248;165.417;26.107;0.3358;0.1875;387.981;15.164.000.000.000.000;104.323;35.355;226.558;g
12.640.999.999.999.900;92.152;22.516;0.8235;0.619;98.947;100.579;-72.618;318.219;17.509.400.000.000.000;g
764.482;263.884;30.874;0.2257;0.1141;-297.807;620.248;163.129;14.573;305.318;g
973.151;285.147;33.217;0.1692;0.09699999999999999;-38.872;800.073;222.258;2.984;319.867;g
13.109.000.000.000.000;106.767;21.156;0.7739;0.4713;-13.585;-25.324;-104.481;320.404;203.513;g
204.623;125.622;23.918;0.5355;0.3225;176.169;13.219.000.000.000.000;-80.259;6.501.100.000.000.000;658.902;g
843.787;337.186;36.211;0.2297;0.1222;-504.275;-650.604;-81.588;0.1081;383.599;g
30.15;192.314;27.243;0.2642;0.1557;-42.906;-102.902;-90.885;6.93;17.378.900.000.000.000;g
364.567;96.195;24.698;0.522;0.2729;305.904;227.937;-36.981;19.724;228.153;g
454.678;235.905;29.172;0.1936;0.0974;617.676;-134.235;136.138;1.087;16.983.700.000.000.000;g
294.682;243.438;29.368;0.2718;0.14400000000000002;268.358;-144.813;19.037;19.977;11.851.700.000.000.000;g
324.134;160.437;25.821;0.3351;0.1793;-244.907;-230.998;-115.562;17.831;186.169;g
713.468;251.598;30.253;0.2047;0.1203;-12.040.299.999.999.900;517.147;146.913;86.575;211.858;g
278.936;233.166;28.698;0.3549;0.1964;114.203;176.953;-150.672;828.799;839.734;g
238.686;162.113;23.883;0.5153;0.3211;252.185;152.242;-11.02;68.464;158.83;g
956.947;217.506;35.485;0.1259;0.0632;412.638;831.004;-86.471;0.2763;23.778.099.999.999.900;g
867.133;32.065;39.639;0.1275;0.0657;-854.238;687.195;-158.098;0.6696;25.469.299.999.999.900;g
667.069;26.945.999.999.999.900;2.971;0.2694;0.1448;218.764;319.335;-186.999;53.847;256.118;g
488.204;97.049;27.189;0.5826;0.4136;-481.352;-380.575;9.545;45.898;282.387;g
679.187;326.559;35.981;0.1342;0.0798;-66.878;30.695.999.999.999.900;-194.972;0.794;273.901;g
196.321;74.005;20.986;0.741;0.4263;16.898;-7.898;-48.491;85.814;133.457;g
129.651;112.603;2.081;0.7469;0.4025;-149.099;59.191;-114.327;56.521;18.230.900.000.000.000;g
455.298;24.456;32.177;0.1926;0.1142;-37.433;-289.219;-122.948;57.152;212.955;g
389.699;148.991;28.264;0.3908;0.2573;170.108;348.474;-98.419;14.53;21.522.299.999.999.900;g
878.842;350.948;37.411;0.1899;0.0968;-35.405;291.815;197.623;4.122;36.498.199.999.999.900;g
320.222;86.668;23.454;0.4966;0.2551;-36.883;-230.419;-102.571;35.625;437.536;g
331.706;155.717;2.667;0.3918;0.253;318.744;207.756;77.843;7.608;170.48;g
419.654;133.986;27.619;0.2976;0.16699999999999998;475.821;-94.224;84.213;71.441;13.734.799.999.999.900;g
278.675;68.238;23.579;0.5965;0.3004;336.239;179.717;26.727;85.878;141.871;g
255.991;125.304;26.959;0.4995;0.3293;72.105;-192.635;-9.913;87.515;215.707;g
282.338;163.284;25.308;0.4065;0.2047;-106.634;218.452;136.102;8.526;217.377;g
229.956;148.647;24.871;0.4169;0.2231;-153.437;92.633;119.746;479.304;128.131;g
270.944;213.476;31.594;0.3332;0.1701;11.606;221.001;104.483;10.148;696.275;g
171.072;112.406;22.989;0.5628;0.299;16.386;-68.364;43.863;542.205;223.327;g
244.446;143.012;25.539;0.4385;0.2304;1.024;216.145;45.104;208.407;171.033;g
227.103;175.142;2.541;0.3683;0.2;-90.837;99.208;-158.225;78.773;14.018.200.000.000.000;g
971.547;380.068;3.972;0.1395;0.0706;-109.403;703.318;-224.139;12.669;349.885;g
357.748;15.872;26.493;0.4439;0.2993;132.986;19.358;-137.786;2.073;180.333;g
170.875;112.666;22.553;0.5667;0.3083;0.7686;-52.321;49.075;564.005;142.859;g
17.725;74.803;21.833;0.7738;0.5344;-0.4145;22.463;38.834;33.97;252.016;g
908.484;330.185;37.827;0.1766;0.0923;-533.876;497.881;207.582;25.821;332.585;g
805.967;318.121;35.604;0.0999;0.0541;90.83;570.513;111.907;59.931;21.988.400.000.000.000;g
58.648.999.999.999.900;114.742;27.275;0.3839;0.2406;-871.527;409.113;-52.842;5.308;254.139;g
402.965;154.665;26.959;0.292;0.1541;-489.599;-189.337;-94.184;0.125;21.071.400.000.000.000;g
500.449;329.152;29.472;0.2021;0.1056;-307.985;-37.444;192.442;69.094;949.161;g
203.131;149.422;23.838;0.4463;0.2624;0.4564;-6.377.000.000.000.000;-39.695;37.287;230.014;g
189.434;102.434;23.483;0.5336;0.2892;-24.816;-77.716;-18.324;12.937.999.999.999.900;134.474;g
303.594;169.003;27.033;0.3248;0.2069;104.975;-132.944;5.16;0.2976;24.859.900.000.000.000;g
215.732;0.0;21.222;0.7698;0.4792;-18.113;96.718;0.0;0.0002;118.189;g
452.808;208.866;30.927;0.1979;0.10300000000000001;89.519;-246.513;-57.971;34.724;217.62;g
34.313;178.379;27.694;0.3895;0.2338;118.881;-26.385;92.888;44.274;191.113;g
884.638;266.695;3.444;0.2338;0.1509;-450.756;441.096;193.974;0.5329999999999999;295.65;g
263.201;136.678;24.099;0.4202;0.2121;-321.474;-181.186;-105.491;0.3082;262.888;g
